Date,WindSpeed,WindDirection,WindEnergy
31/07/2017 00:00:00,3.31,353,3667.42
01/08/2017 00:00:00,3.17,331,5842.05
02/08/2017 00:00:00,5,227,60701.09
03/08/2017 00:00:00,4.67,235,49914.05
04/08/2017 00:00:00,5.3,253,70215.64
05/08/2017 00:00:00,6.69,18,78701.85
06/08/2017 00:00:00,7.51,54,158200.2
07/08/2017 00:00:00,4.28,3,21992.01
08/08/2017 00:00:00,4.68,303,17441.67
09/08/2017 00:00:00,5.21,354,40869.12
10/08/2017 00:00:00,5.95,37,80258.79
11/08/2017 00:00:00,4.4,69,27503.74
12/08/2017 00:00:00,4.24,74,15749.82
13/08/2017 00:00:00,5.12,97,38811.04
14/08/2017 00:00:00,4.57,254,26850.26
15/08/2017 00:00:00,2.64,297,43.52
16/08/2017 00:00:00,3.74,245,10227.58
17/08/2017 00:00:00,4.22,260,22428.43
18/08/2017 00:00:00,3.48,350,17489.13
19/08/2017 00:00:00,5.27,57,53458.86
20/08/2017 00:00:00,6.15,98,86470.76
21/08/2017 00:00:00,4.65,156,55749.11
22/08/2017 00:00:00,3.97,274,26691.98
23/08/2017 00:00:00,3.56,32,8105.07
24/08/2017 00:00:00,2.91,23,776.23
25/08/2017 00:00:00,3.01,220,1136.65
26/08/2017 00:00:00,3.27,108,10025
27/08/2017 00:00:00,4.89,113,46707.54
28/08/2017 00:00:00,3.55,16,8715.88
29/08/2017 00:00:00,3.67,357,11537.77
30/08/2017 00:00:00,3.63,0,6471.81
31/08/2017 00:00:00,5.04,18,28188.94
01/09/2017 00:00:00,4.84,24,42893.8
02/09/2017 00:00:00,4.72,86,59025.86
03/09/2017 00:00:00,4.72,232,85378.95
04/09/2017 00:00:00,4.2,269,22703.04
05/09/2017 00:00:00,3.56,276,7551.85
06/09/2017 00:00:00,5.4,40,56508.64
07/09/2017 00:00:00,3.71,18,14141.97
08/09/2017 00:00:00,5.1,287,66812.17
09/09/2017 00:00:00,6.5,290,91026.3
10/09/2017 00:00:00,3.94,255,65516.24
11/09/2017 00:00:00,6.38,265,108747.39
12/09/2017 00:00:00,4.77,253,64367.51
13/09/2017 00:00:00,4.77,250,88647.51
14/09/2017 00:00:00,4.66,347,35680.26
15/09/2017 00:00:00,4.2,342,21155.56
16/09/2017 00:00:00,3.57,302,7389.92
17/09/2017 00:00:00,3.94,238,37286.99
18/09/2017 00:00:00,4.48,247,34554.45
19/09/2017 00:00:00,2.65,340,1.01
20/09/2017 00:00:00,3.13,203,3327.15
21/09/2017 00:00:00,4.04,343,21453.4
22/09/2017 00:00:00,4.53,61,32721.48
23/09/2017 00:00:00,5.15,193,55768.13
24/09/2017 00:00:00,4.48,203,57186.65
25/09/2017 00:00:00,2.83,291,9363.42
26/09/2017 00:00:00,2.96,148,4350.38
27/09/2017 00:00:00,4.26,210,38741.51
28/09/2017 00:00:00,4.78,201,46292.63
29/09/2017 00:00:00,3.46,268,14261.09
30/09/2017 00:00:00,2.93,283,3584.7
01/10/2017 00:00:00,3.14,258,6411.81
02/10/2017 00:00:00,2.63,337,158.35
03/10/2017 00:00:00,3.21,50,10609.87
04/10/2017 00:00:00,4.46,96,21524.36
05/10/2017 00:00:00,5.62,100,52930.23
06/10/2017 00:00:00,6.53,84,119358.46
07/10/2017 00:00:00,6.04,100,100434.72
08/10/2017 00:00:00,4.9,99,62321.5
09/10/2017 00:00:00,4.39,107,29613.16
10/10/2017 00:00:00,3.69,162,8856.38
11/10/2017 00:00:00,3.35,260,16064.68
12/10/2017 00:00:00,3.19,143,7534.82
13/10/2017 00:00:00,3,248,1582.62
14/10/2017 00:00:00,4.39,150,43507.31
15/10/2017 00:00:00,7.16,150,145522.48
16/10/2017 00:00:00,5.66,271,83442.74
17/10/2017 00:00:00,5.21,189,67639.73
18/10/2017 00:00:00,4.31,216,26231.71
19/10/2017 00:00:00,5,201,78054.06
20/10/2017 00:00:00,7.64,208,163047.23
21/10/2017 00:00:00,5.7,261,123303.62
22/10/2017 00:00:00,1.9,99,35.7
23/10/2017 00:00:00,3.1,145,14402
24/10/2017 00:00:00,3.89,163,36077.06
25/10/2017 00:00:00,3.62,145,27330.54
26/10/2017 00:00:00,3.94,191,26238.82
27/10/2017 00:00:00,4.28,104,28642.72
28/10/2017 00:00:00,5.21,96,62300.71
29/10/2017 00:00:00,5.85,68,91544.16
30/10/2017 00:00:00,7.18,64,152475.7
31/10/2017 00:00:00,5.41,118,72011.07
01/11/2017 00:00:00,5.07,143,63211.84
02/11/2017 00:00:00,4.39,141,41867.65
03/11/2017 00:00:00,3.35,138,10926.37
04/11/2017 00:00:00,4.18,343,31067.67
05/11/2017 00:00:00,4.04,316,18708.46
06/11/2017 00:00:00,3.78,59,13252.06
07/11/2017 00:00:00,3.7,281,21563.23
08/11/2017 00:00:00,4.18,344,24356.06
09/11/2017 00:00:00,3.12,355,3285.56
10/11/2017 00:00:00,3.41,343,8975.04
11/11/2017 00:00:00,2.57,306,165.57
12/11/2017 00:00:00,4.5,288,33242.37
13/11/2017 00:00:00,6.26,57,125859.84
14/11/2017 00:00:00,7.02,98,130844.94
15/11/2017 00:00:00,3.22,114,11603.18
16/11/2017 00:00:00,2.77,89,1933.7
17/11/2017 00:00:00,5.06,109,43109.53
18/11/2017 00:00:00,5.74,109,87052.34
19/11/2017 00:00:00,3.91,125,21806.17
20/11/2017 00:00:00,4.3,165,13059.59
21/11/2017 00:00:00,5.42,150,66312.16
22/11/2017 00:00:00,10.69,178,263568.96
23/11/2017 00:00:00,6.74,208,138728.25
24/11/2017 00:00:00,3.39,275,11768.03
25/11/2017 00:00:00,6.2,41,115545.77
26/11/2017 00:00:00,5.8,89,88912.2
27/11/2017 00:00:00,3.24,108,19573.85
28/11/2017 00:00:00,2.92,0,4689.26
29/11/2017 00:00:00,4.54,6,28099.84
30/11/2017 00:00:00,3.89,340,11643.6
01/12/2017 00:00:00,5.8,342,82222.49
02/12/2017 00:00:00,4.71,20,35641.18
03/12/2017 00:00:00,3.84,53,20440.86
04/12/2017 00:00:00,3.79,95,19982.01
05/12/2017 00:00:00,3.49,141,18568.29
06/12/2017 00:00:00,4.46,175,35061.08
07/12/2017 00:00:00,5.6,205,103290.78
08/12/2017 00:00:00,2.86,21,5814.13
09/12/2017 00:00:00,6.45,228,180613.57
10/12/2017 00:00:00,10.2,250,289520.38
11/12/2017 00:00:00,6.1,286,95494.86
12/12/2017 00:00:00,4.46,249,54564.44
13/12/2017 00:00:00,7.57,238,247035.37
14/12/2017 00:00:00,7.98,265,172430.44
15/12/2017 00:00:00,5.26,299,64551
16/12/2017 00:00:00,3.86,2,14956.43
17/12/2017 00:00:00,2.31,101,1843.06
18/12/2017 00:00:00,3.58,280,15881.3
19/12/2017 00:00:00,5.02,41,46321.45
20/12/2017 00:00:00,6.08,101,140828.42
21/12/2017 00:00:00,5.18,112,95089.73
22/12/2017 00:00:00,4.07,63,43370.37
23/12/2017 00:00:00,4.82,76,45255.67
24/12/2017 00:00:00,4.45,162,28125.31
25/12/2017 00:00:00,7.51,201,164341.09
26/12/2017 00:00:00,9.94,239,233386.45
27/12/2017 00:00:00,6.74,266,120847.02
28/12/2017 00:00:00,7.04,258,160457.36
29/12/2017 00:00:00,8.09,237,236176.06
30/12/2017 00:00:00,10.5,216,309086.24
31/12/2017 00:00:00,9.62,237,290708.69
01/01/2018 00:00:00,9.23,245,346402.69
02/01/2018 00:00:00,6.9,242,278506.45
03/01/2018 00:00:00,6.32,243,262447.43
04/01/2018 00:00:00,10.14,227,328729.9
05/01/2018 00:00:00,7.02,258,140070.53
06/01/2018 00:00:00,2.79,248,5934.2
07/01/2018 00:00:00,5.86,9,66353.73
08/01/2018 00:00:00,3.17,285,14437.81
09/01/2018 00:00:00,6.28,210,153144.96
10/01/2018 00:00:00,8.92,239,244244.01
11/01/2018 00:00:00,7.2,278,134998.79
12/01/2018 00:00:00,5.44,140,79048.31
13/01/2018 00:00:00,3.75,232,53737.87
14/01/2018 00:00:00,2.55,251,7301.19
15/01/2018 00:00:00,5.71,233,172657.33
16/01/2018 00:00:00,6.97,254,222516.11
17/01/2018 00:00:00,4.84,283,43845.57
18/01/2018 00:00:00,3.04,248,15592.61
19/01/2018 00:00:00,4.13,272,23484.66
20/01/2018 00:00:00,5.28,246,192313.66
21/01/2018 00:00:00,4.99,235,104983.13
22/01/2018 00:00:00,4.43,235,83653.25
23/01/2018 00:00:00,4.1,217,35110.89
24/01/2018 00:00:00,7.04,206,152261.8
25/01/2018 00:00:00,5.25,271,66241.39
26/01/2018 00:00:00,5.18,311,61331.8
27/01/2018 00:00:00,3.49,342,11828.09
28/01/2018 00:00:00,4.87,81,53200.3
29/01/2018 00:00:00,3.81,109,28774.48
30/01/2018 00:00:00,4.62,121,37388.63
31/01/2018 00:00:00,3.07,258,4918.95
01/02/2018 00:00:00,6.09,317,93155.07
02/02/2018 00:00:00,4.28,341,32247.6
03/02/2018 00:00:00,5.36,277,80807.18
04/02/2018 00:00:00,5.57,0,61954.44
05/02/2018 00:00:00,8.94,24,194223.79
06/02/2018 00:00:00,4.38,1,28040.49
07/02/2018 00:00:00,5.21,14,43717.67
08/02/2018 00:00:00,3.16,164,11914.34
09/02/2018 00:00:00,3.9,342,31652.54
10/02/2018 00:00:00,3.57,263,37544.6
11/02/2018 00:00:00,5.46,288,98257.34
12/02/2018 00:00:00,3.52,270,28014.19
13/02/2018 00:00:00,8.36,245,210459.09
14/02/2018 00:00:00,9.94,226,286269.66
15/02/2018 00:00:00,6.83,222,134943.22
16/02/2018 00:00:00,4.8,234,47988.37
17/02/2018 00:00:00,3.63,5,6363.69
18/02/2018 00:00:00,2.86,38,2233.46
19/02/2018 00:00:00,3.24,348,3434.81
20/02/2018 00:00:00,5.4,39,59742.72
21/02/2018 00:00:00,7.51,64,167248.02
22/02/2018 00:00:00,6.31,85,106120.24
23/02/2018 00:00:00,4.18,113,60428.72
24/02/2018 00:00:00,3.49,117,6154.98
25/02/2018 00:00:00,3.96,118,21942.58
26/02/2018 00:00:00,6.12,96,99934.38
27/02/2018 00:00:00,9.45,79,256299.58
28/02/2018 00:00:00,4.55,99,82433.94
01/03/2018 00:00:00,6.84,223,148038.06
02/03/2018 00:00:00,4.8,242,145362.21
03/03/2018 00:00:00,9.36,218,234077.93
04/03/2018 00:00:00,8.21,199,193996.81
05/03/2018 00:00:00,6.17,225,96167.35
06/03/2018 00:00:00,7.65,258,207848.67
07/03/2018 00:00:00,5.53,205,91572.42
08/03/2018 00:00:00,7.47,158,159372.23
09/03/2018 00:00:00,8.77,166,192719.84
10/03/2018 00:00:00,9.41,195,225755.97
11/03/2018 00:00:00,10.8,236,101832.04
12/03/2018 00:00:00,7.37,244,105535.79
13/03/2018 00:00:00,6.35,168,106759.92
14/03/2018 00:00:00,9.55,199,248537.36
15/03/2018 00:00:00,6.74,237,177304.27
16/03/2018 00:00:00,6.19,231,150435.62
17/03/2018 00:00:00,5.54,267,77939.7
18/03/2018 00:00:00,5.42,263,90044.52
19/03/2018 00:00:00,7.93,297,179743.66
20/03/2018 00:00:00,6.66,12,98516.6
21/03/2018 00:00:00,5.42,51,77313.52
22/03/2018 00:00:00,5.25,189,75087.26
23/03/2018 00:00:00,8.89,242,223051.02
24/03/2018 00:00:00,12.08,284,249000.54
25/03/2018 00:00:00,5.01,307,43136.75
26/03/2018 00:00:00,3.86,253,56741.07
27/03/2018 00:00:00,5.45,247,118066.2
28/03/2018 00:00:00,5.98,256,127742.97
29/03/2018 00:00:00,7.15,238,194307.27
30/03/2018 00:00:00,9.47,243,232537.06
31/03/2018 00:00:00,6.24,253,73021.28
01/04/2018 00:00:00,7.97,195,104553.66
02/04/2018 00:00:00,12.1,197,208313.3
03/04/2018 00:00:00,14.83,211,274192.7
04/04/2018 00:00:00,9.91,259,132233.38
05/04/2018 00:00:00,6.31,173,64546.37
06/04/2018 00:00:00,7.2,172,79976.3
07/04/2018 00:00:00,6.6,170,74434.01
08/04/2018 00:00:00,5.9,227,55033.43
09/04/2018 00:00:00,5.83,350,54598.24
10/04/2018 00:00:00,5.13,331,50505.48
11/04/2018 00:00:00,5.08,41,23871.61
12/04/2018 00:00:00,4.47,131,23820.01
13/04/2018 00:00:00,2.47,78,2700.4
14/04/2018 00:00:00,5.74,152,56954.43
15/04/2018 00:00:00,7.59,235,93651.21
16/04/2018 00:00:00,7.98,186,90571.07
17/04/2018 00:00:00,7.16,195,111575.17
18/04/2018 00:00:00,5.32,157,28214.35
19/04/2018 00:00:00,5.33,68,35970.35
20/04/2018 00:00:00,4.64,61,31512.73
21/04/2018 00:00:00,4.69,71,21708.69
22/04/2018 00:00:00,3.6,347,8121.17
23/04/2018 00:00:00,4.34,85,13142.41
24/04/2018 00:00:00,5.24,29,23157.67
25/04/2018 00:00:00,5,70,24581.52
26/04/2018 00:00:00,5.26,107,43067.96
27/04/2018 00:00:00,6.12,281,84497.16
28/04/2018 00:00:00,2.86,327,4947.74
29/04/2018 00:00:00,6.15,243,57480.26
30/04/2018 00:00:00,4.45,245,13695.56
01/05/2018 00:00:00,4.5,237,36386.12
02/05/2018 00:00:00,7.14,231,72832.74
03/05/2018 00:00:00,5.17,73,51422.26
04/05/2018 00:00:00,6.89,88,132304.6
05/05/2018 00:00:00,7.86,91,124000.5
06/05/2018 00:00:00,5.19,91,44723.49
07/05/2018 00:00:00,4.45,91,22075.46
08/05/2018 00:00:00,3.92,91,7768.31
09/05/2018 00:00:00,4.29,91,17995.47
10/05/2018 00:00:00,5.66,91,46697.75
11/05/2018 00:00:00,6.94,269,76918.58
12/05/2018 00:00:00,6.75,299,132117.89
13/05/2018 00:00:00,5.58,309,70654.01
14/05/2018 00:00:00,5.71,2,33967.55
15/05/2018 00:00:00,5.79,59,52141.21
16/05/2018 00:00:00,6.45,75,93920.05
17/05/2018 00:00:00,7.76,78,40481.35
18/05/2018 00:00:00,7.68,81,66702.11
19/05/2018 00:00:00,6.59,84,70531.18
20/05/2018 00:00:00,7.02,85,74818.87
21/05/2018 00:00:00,4.44,88,24227.45
22/05/2018 00:00:00,5.08,88,31913.53
23/05/2018 00:00:00,5.15,92,37404.53
24/05/2018 00:00:00,4.4,105,24128.96
25/05/2018 00:00:00,6.28,95,65300.17
26/05/2018 00:00:00,3.74,94,5644.84
27/05/2018 00:00:00,2.85,94,3097.61
28/05/2018 00:00:00,2.22,94,1367.83
29/05/2018 00:00:00,3.66,94,5045.96
30/05/2018 00:00:00,4.2,186,32317.45
31/05/2018 00:00:00,5.44,251,29378.41
01/06/2018 00:00:00,2.7,305,2361.42
02/06/2018 00:00:00,3.08,299,4767.37
03/06/2018 00:00:00,7,278,69521.66
04/06/2018 00:00:00,4.66,274,19639.01
05/06/2018 00:00:00,3.63,274,14971.54
06/06/2018 00:00:00,3.54,274,6722.17
07/06/2018 00:00:00,4.17,274,17230.3
08/06/2018 00:00:00,2.73,274,15464.77
09/06/2018 00:00:00,7.56,274,67699.06
10/06/2018 00:00:00,3.69,275,13746.66
11/06/2018 00:00:00,4.56,276,13541.78
12/06/2018 00:00:00,4.93,276,14239.5
13/06/2018 00:00:00,3.88,276,5508.77
14/06/2018 00:00:00,3.05,276,6087.44
15/06/2018 00:00:00,3.46,73,8506.84
16/06/2018 00:00:00,3.65,86,11022.7
17/06/2018 00:00:00,3.8,83,9328.88
18/06/2018 00:00:00,4.92,82,49095.73
19/06/2018 00:00:00,6.73,90,62469.16
20/06/2018 00:00:00,4.35,95,19798.23
21/06/2018 00:00:00,6.71,101,97999.01
22/06/2018 00:00:00,8.24,96,106196.77
23/06/2018 00:00:00,6.71,96,76291.33
24/06/2018 00:00:00,4.8,96,30720.23
25/06/2018 00:00:00,4.5,96,22198.48
26/06/2018 00:00:00,3.46,96,7766.18
27/06/2018 00:00:00,3.7,96,6563.78
28/06/2018 00:00:00,3.08,96,6772.96
29/06/2018 00:00:00,4.46,96,24332.35
30/06/2018 00:00:00,4.35,162,21357.45
01/07/2018 00:00:00,3.51,225,7445.22
02/07/2018 00:00:00,6.16,245,44022.77
03/07/2018 00:00:00,4.39,275,17591.54
04/07/2018 00:00:00,3.7,310,21030.09
05/07/2018 00:00:00,3.45,314,5881.18
06/07/2018 00:00:00,3.33,97,5605.54
07/07/2018 00:00:00,5.33,95,26434.28
08/07/2018 00:00:00,5.98,113,47338.69
09/07/2018 00:00:00,7.83,105,138386.24
10/07/2018 00:00:00,5.83,100,57992.03
11/07/2018 00:00:00,5.26,99,39313.44
12/07/2018 00:00:00,4.78,99,29867.7
13/07/2018 00:00:00,5.25,100,29887.39
14/07/2018 00:00:00,3.43,73,5667.52
15/07/2018 00:00:00,3.61,336,14535.87
16/07/2018 00:00:00,3.92,312,10922.58
17/07/2018 00:00:00,3.51,9,9327.45
18/07/2018 00:00:00,3.89,87,15245.39
19/07/2018 00:00:00,5.09,85,41526.23
20/07/2018 00:00:00,4.51,84,9862.65
21/07/2018 00:00:00,3.2,84,7279.61
22/07/2018 00:00:00,4.65,84,29313.25
23/07/2018 00:00:00,5.36,63,37318.95
24/07/2018 00:00:00,2.82,350,6120.27
25/07/2018 00:00:00,3.54,101,9693.41
26/07/2018 00:00:00,3.46,281,4925.09
27/07/2018 00:00:00,6.09,278,47074.92
28/07/2018 00:00:00,3.91,321,12895.08
29/07/2018 00:00:00,9.22,312,143906.73
30/07/2018 00:00:00,7.22,309,68356.41
31/07/2018 00:00:00,3.55,310,12230.94
01/08/2018 00:00:00,5.23,83,41311.43
02/08/2018 00:00:00,4.75,109,43011.3
03/08/2018 00:00:00,3.25,125,3229.53
04/08/2018 00:00:00,5.8,127,47430.87
05/08/2018 00:00:00,4.67,128,46333.68
06/08/2018 00:00:00,4.65,230,9200.25
07/08/2018 00:00:00,4.12,293,4494.98
08/08/2018 00:00:00,2.73,313,6036.38
09/08/2018 00:00:00,5.61,344,12209.59
10/08/2018 00:00:00,3.51,68,5.24
11/08/2018 00:00:00,3.84,80,10.52
12/08/2018 00:00:00,4.93,278,0.02
13/08/2018 00:00:00,4.21,268,1.52
14/08/2018 00:00:00,5.86,74,0.1
15/08/2018 00:00:00,5.46,70,11.16
16/08/2018 00:00:00,5.31,8,8.81
17/08/2018 00:00:00,7.69,53,0
18/08/2018 00:00:00,8.38,85,0
19/08/2018 00:00:00,7.53,80,0
20/08/2018 00:00:00,6.69,93,0
21/08/2018 00:00:00,5.57,105,12.44
22/08/2018 00:00:00,5.52,105,15.73
23/08/2018 00:00:00,4.43,46,4949.69
24/08/2018 00:00:00,4.69,37,30846.89
25/08/2018 00:00:00,4.67,27,15192.21
26/08/2018 00:00:00,3.79,14,7895.71
27/08/2018 00:00:00,3.84,74,12753.28
28/08/2018 00:00:00,5.59,221,52715.67
29/08/2018 00:00:00,4.32,323,9903.76
30/08/2018 00:00:00,4.43,49,24403.98
31/08/2018 00:00:00,5.39,75,38646.4
01/09/2018 00:00:00,6.56,100,71361.95
02/09/2018 00:00:00,4.67,110,39424.95
03/09/2018 00:00:00,7.84,73,148944.99
04/09/2018 00:00:00,6.6,69,128594.95
05/09/2018 00:00:00,5.77,36,63465.48
06/09/2018 00:00:00,7.18,51,131178.19
07/09/2018 00:00:00,7.66,87,109617.47
08/09/2018 00:00:00,5.05,127,40509.82
09/09/2018 00:00:00,3.56,79,3430.55
10/09/2018 00:00:00,4.71,98,31573.36
11/09/2018 00:00:00,4.1,89,18986.92
12/09/2018 00:00:00,3.6,67,4398.99
13/09/2018 00:00:00,4.2,50,20093.86
14/09/2018 00:00:00,5.38,70,41247.99
15/09/2018 00:00:00,5.09,39,31778.94
16/09/2018 00:00:00,2.79,59,4037.56
17/09/2018 00:00:00,7.35,213,81317.21
18/09/2018 00:00:00,4.04,255,9705.25
19/09/2018 00:00:00,3.78,250,6969.17
20/09/2018 00:00:00,4.95,221,57940.53
21/09/2018 00:00:00,4.34,223,33222.02
22/09/2018 00:00:00,3.37,247,6293.66
23/09/2018 00:00:00,3.6,335,12221.02
24/09/2018 00:00:00,8.9,77,186841.72
25/09/2018 00:00:00,10.26,94,183467.76
26/09/2018 00:00:00,5.53,151,66395.92
27/09/2018 00:00:00,5.19,171,36925.51
28/09/2018 00:00:00,3.51,101,8912.72
29/09/2018 00:00:00,5.61,99,47927.7
30/09/2018 00:00:00,5.1,72,46199.75
01/10/2018 00:00:00,8.42,67,198356.53
02/10/2018 00:00:00,8.74,90,144629.74
03/10/2018 00:00:00,5.32,104,62181.49
04/10/2018 00:00:00,3.5,111,6802.07
05/10/2018 00:00:00,4.16,237,17025.36
06/10/2018 00:00:00,7.09,299,75891.77
07/10/2018 00:00:00,7.28,43,113392.72
08/10/2018 00:00:00,6.84,98,84051.44
09/10/2018 00:00:00,3.82,110,12741.79
10/10/2018 00:00:00,8.03,168,107875.62
11/10/2018 00:00:00,9.32,196,158720.63
12/10/2018 00:00:00,9.16,157,208949.71
13/10/2018 00:00:00,11.18,202,188693.38
14/10/2018 00:00:00,7.23,272,85408.71
15/10/2018 00:00:00,6.82,113,95730.98
16/10/2018 00:00:00,2.5,58,142.17
17/10/2018 00:00:00,3.4,114,9386.23
18/10/2018 00:00:00,7.1,40,124061.78
19/10/2018 00:00:00,8.46,53,190363.76
20/10/2018 00:00:00,9,75,205036.57
21/10/2018 00:00:00,6.55,96,66983.44
22/10/2018 00:00:00,11.33,73,252903.56
23/10/2018 00:00:00,8.84,83,177375.87
24/10/2018 00:00:00,4.27,108,29862.6
25/10/2018 00:00:00,4.39,116,32868.69
26/10/2018 00:00:00,5.5,57,44020.68
27/10/2018 00:00:00,7.09,346,55776.15
28/10/2018 00:00:00,6.74,4,60924.03
29/10/2018 00:00:00,5.73,259,50240.79
30/10/2018 00:00:00,5.49,265,60053.69
31/10/2018 00:00:00,4.16,276,21909.98
01/11/2018 00:00:00,6.13,243,98884
02/11/2018 00:00:00,3.46,303,32358.48
03/11/2018 00:00:00,2.24,220,899.56
04/11/2018 00:00:00,6.03,161,74980.87
05/11/2018 00:00:00,9.07,276,163341.36
06/11/2018 00:00:00,13.69,204,271486.76
07/11/2018 00:00:00,9.06,227,164164.94
08/11/2018 00:00:00,8.72,180,159322.98
09/11/2018 00:00:00,14.1,205,255618.22
10/11/2018 00:00:00,14.88,227,317499.67
11/11/2018 00:00:00,8.3,218,124534.08
12/11/2018 00:00:00,3.7,242,15617.98
13/11/2018 00:00:00,3.76,126,19661.81
14/11/2018 00:00:00,6.08,140,76471.44
15/11/2018 00:00:00,5.33,123,56054.45
16/11/2018 00:00:00,6.16,129,49895.98
17/11/2018 00:00:00,8.19,117,125468.32
18/11/2018 00:00:00,6.11,86,66505.94
19/11/2018 00:00:00,4.93,101,35867.55
20/11/2018 00:00:00,3.09,69,5714.31
21/11/2018 00:00:00,5.76,168,54513.67
22/11/2018 00:00:00,6.71,156,102794.97
23/11/2018 00:00:00,8.61,204,115042.82
24/11/2018 00:00:00,6.55,195,65242.83
25/11/2018 00:00:00,4.17,150,35562.52
26/11/2018 00:00:00,5.76,264,55601.42
27/11/2018 00:00:00,9.6,188,166471.73
28/11/2018 00:00:00,9.43,165,201635.8
29/11/2018 00:00:00,9.72,219,176267.63
30/11/2018 00:00:00,8.03,234,113804.68
01/12/2018 00:00:00,12.37,211,271838.24
02/12/2018 00:00:00,12.81,202,256892.77
03/12/2018 00:00:00,9.63,219,146851.71
04/12/2018 00:00:00,5.81,167,50972.44
05/12/2018 00:00:00,9.72,204,164934.58
06/12/2018 00:00:00,7.52,229,83927.91
07/12/2018 00:00:00,8.46,249,169058.07
08/12/2018 00:00:00,6.76,231,78431.22
09/12/2018 00:00:00,3.2,280,26130.98
10/12/2018 00:00:00,7.19,109,125255.27
11/12/2018 00:00:00,5.93,219,51999.7
12/12/2018 00:00:00,7.12,177,106619.93
13/12/2018 00:00:00,10,285,181383.77
14/12/2018 00:00:00,6.71,218,84257.28
15/12/2018 00:00:00,11.53,216,223189.65
16/12/2018 00:00:00,9.17,236,167882.75
17/12/2018 00:00:00,8.84,173,152201.58
18/12/2018 00:00:00,12.07,201,270634.8
19/12/2018 00:00:00,10.75,237,217701.68
20/12/2018 00:00:00,10.31,220,191316.81
21/12/2018 00:00:00,12.52,208,257829.65
22/12/2018 00:00:00,7.51,196,95918.79
23/12/2018 00:00:00,4.66,139,43276.21
24/12/2018 00:00:00,3.57,130,13585.14
25/12/2018 00:00:00,4.12,155,18349.89
26/12/2018 00:00:00,4.43,157,21548.11
27/12/2018 00:00:00,3.07,159,10872.37
28/12/2018 00:00:00,3.43,29,18077.52
29/12/2018 00:00:00,6.75,92,85855.44
30/12/2018 00:00:00,5.55,115,63911.85
31/12/2018 00:00:00,4.55,114,31660.28
